Resource,Zone,StartCap,RetCap,NewCap,EndCap
OCGT-H2_56.0,56.0,0,5.964097448520711e-9,2.487446106728616e-5,2.486849696983764e-5
CCGT-H2_57.0,57.0,0,5.106539070254428e-9,100.22966079337263,100.22966078826609
OCGT-H2_57.0,57.0,0,6.0950074016193905e-9,2.7743673210608128e-5,2.7737578203206507e-5
CCGT-H2_58.0,58.0,0,5.109643432775325e-9,6.29079803416524e-5,6.290287069821963e-5
OCGT-H2_58.0,58.0,0,6.1000145643418855e-9,2.4054428539082926e-5,2.4048328524518584e-5
CCGT-H2_59.0,59.0,0,5.1083480381162264e-9,3.9584132242002145e-5,3.9579023893964025e-5
OCGT-H2_59.0,59.0,0,6.09707289664062e-9,2.3324719900248818e-5,2.3318622827352178e-5
CCGT-H2_60.0,60.0,0,5.109178826294212e-9,0.00010969129607976904,0.00010968618690094274
OCGT-H2_60.0,60.0,0,6.100169233665569e-9,2.4471446139054587e-5,2.446534596982092e-5
CCGT-H2_61.0,61.0,0,5.050645787482014e-9,8.51458215773442e-5,8.514077093155671e-5
OCGT-H2_61.0,61.0,0,5.963411417120047e-9,2.541964212060121e-5,2.5413678709184088e-5
CCGT-H2_62.0,62.0,0,5.107146445698913e-9,54.88115308271491,54.88115307760776
OCGT-H2_62.0,62.0,0,6.0962514599034715e-9,2.777321223504628e-5,2.7767115983586376e-5
CCGT-H2_63.0,63.0,0,5.044935421620509e-9,3.03814859934066e-5,3.037644105798498e-5
OCGT-H2_63.0,63.0,0,5.955945641834002e-9,2.312688825284172e-5,2.312093230719989e-5
CCGT-H2_64.0,64.0,0,5.045616057490226e-9,1.614257951344952e-5,1.6137533897392027e-5
OCGT-H2_64.0,64.0,0,5.996251030603445e-9,1.8865993915253394e-5,1.885999766422279e-5
CCGT-H2_65.0,65.0,0,5.042162399377794e-9,3.975193744988546e-5,3.974689528748608e-5
OCGT-H2_65.0,65.0,0,5.9879117945354145e-9,2.406764013687784e-5,2.4061652225083304e-5
CCGT-H2_66.0,66.0,0,5.043234228349193e-9,2.6113583213923216e-5,2.6108539979694867e-5
OCGT-H2_66.0,66.0,0,5.9898325129538525e-9,2.2093548440507473e-5,2.2087558607994517e-5
CCGT-H2_67.0,67.0,0,5.044093615610594e-9,2.202053862356263e-5,2.201549452994702e-5
OCGT-H2_67.0,67.0,0,5.99203523444899e-9,2.121812642595332e-5,2.1212134390718873e-5
CCGT-H2_68.0,68.0,0,5.044928032718471e-9,1.704260869702526e-5,1.7037563768992542e-5
OCGT-H2_68.0,68.0,0,5.993624366871424e-9,2.0552149491722657e-5,2.0546155867355785e-5
CCGT-H2_69.0,69.0,0,5.044330405016796e-9,2.2188461717073403e-5,2.2183417386668387e-5
OCGT-H2_69.0,69.0,0,5.992097151624945e-9,2.1205779865517983e-5,2.119978776836636e-5
CCGT-H2_70.0,70.0,0,5.0443545755763055e-9,1.7716244465972965e-5,1.771120011139739e-5
OCGT-H2_70.0,70.0,0,5.99135756672462e-9,2.0615193663236094e-5,2.060920230566937e-5
CCGT-H2_71.0,71.0,0,5.039278654708126e-9,2.038941377464412e-5,2.0384374495989412e-5
OCGT-H2_71.0,71.0,0,5.976828722813207e-9,2.1043110024184426e-5,2.1037133195461613e-5
CCGT-H2_72.0,72.0,0,5.045182363194236e-9,1.629453495173693e-5,1.6289489769373735e-5
OCGT-H2_72.0,72.0,0,5.994028964674886e-9,1.9731769123425858e-5,1.9725775094461184e-5
CCGT-H2_73.0,73.0,0,5.045811470754184e-9,1.5909930418694942e-5,1.5904884607224188e-5
OCGT-H2_73.0,73.0,0,5.995620205544558e-9,1.9147927398040457e-5,1.9141931777834914e-5
CCGT-H2_74.0,74.0,0,5.045883074605972e-9,1.94381158126945e-5,1.9433069929619893e-5
OCGT-H2_74.0,74.0,0,5.9981771739736285e-9,2.295482081758732e-5,2.2948822640413347e-5
CCGT-H2_75.0,75.0,0,5.04222627089847e-9,2.633796728923752e-5,2.633292506296662e-5
OCGT-H2_75.0,75.0,0,5.988529199118431e-9,2.1982037774995016e-5,2.19760492457959e-5
CCGT-H2_76.0,76.0,0,5.0412420399608916e-9,1.8288526175993017e-5,1.8283484933953054e-5
OCGT-H2_76.0,76.0,0,5.984967219361033e-9,2.084401885706546e-5,2.08380338898461e-5
Total,n/a,0,8.432500216953156e-7,344.49623926335863,344.49623842010857
